Food Name,Food Code,Description,Group,Group (sub-class),Comments,Description Footnote,Energy (kcal),Protein (g),Carbohydrate (g),Total Sugars (g),Starch (g),Citric acid (g),Malic acid (g),Total Phytosterols (mg),Other Cholesterol and Phytosterols (mg),Phytosterol (mg),Beta-sitosterol (mg),Brassicasterol (mg),Campesterol (mg),Delta-5-avenasterol (mg),Delta-7-avenasterol (mg),Delta-7-stigmastenol (mg),Stigmasterol (mg),All-trans-retinol (µg),13-cis-retinol (µg),Dehydroretinol (µg),Retinaldehyde (µg),Alpha-carotene (µg),Beta-carotene (µg),Cryptoxanthins (µg),Lutein (µg),Lycopene (µg),25-hydroxy vitamin D3 (µg),Cholecalciferol (µg),5-mehtyl folate (µg),Alpha-tocopherol (mg),Beta-tocopherol (mg),Delta-tocopherol (mg),Gamma-tocopherol (mg),Alpha-tocotrienol (mg),Delta-tocotrienol (mg),Gamma-tocotrienol (mg),Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA (/100g FA g),Satd FA /100g fd (g),n-6 poly (/100g FA g),n-6 poly (/100g food g),n-3 poly (/100g FA g),n-3 poly (/100g food g),cis-Mono FA (/100g FA g),cis-Mono FA (/100g food g),Mono FA (/100g FA g),Mono FA (/100g food g),cis-Polyu FA (/100g FA g),cis-Poly FA (/100g food g),Poly FA (/100g FA g),Poly FA (/100g food g),Sat FA excl Br (/100g FA g),Sat FA excl Br (/100g food g),Branched chain FA (/100g FA g),Branched chain FA (/100g food g),ans FAs (/100g FA g),ans FAs (/100g food g),Cholesterol (mg),Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (mg),Zinc (mg),Chloride (mg),Manganese (mg),Selenium (µg),Iodine (µg)
"Cod, frozen, grilled",16-020,"12 samples, grilled with butter and salt added; steaks",Fish and fish products ,JA,As FFP 16-020,,95,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78,3.32,20.8,1.3,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,0.3,0,0,0,0,0,0,49,2,0,0,0,1,0,0.05,0.06,1.9,3.9,0,0.22,2,10,0.34,1,0,91,380,10,26,200,0.1,0.07,0.5,140,0.01,33,130
"Cod, raw",16-012,"11 samples from assorted outlets, fillets",Fish and fish products ,JA,"As FFP and FA supplements 16-012. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,80,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,80.8,2.93,18.3,0.7,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4.4,0.02,52.2,0.26,15.9,0.08,0,0.1,56.8,0.28,0,0.3,26.1,0.13,0,0,0,0,46,2,0,0,0,0.44,0.01,0.04,0.05,2.4,3.4,0,0.18,1,12,0.27,1,0,60,340,9,22,180,0.1,0.02,0.4,76,0.01,28,110
"Haddock, smoked, steamed",16-068,"Analysis and calculation from raw, cutlets; flesh only",Fish and fish products ,JA,As FFP 16-068,,101,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.6,3.73,23.3,0.9,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0,0,0,47,0,0,0,0,0,0,0.05,0.16,4.3,4.4,0,0.46,2,0,0.26,1,0,990,440,29,30,240,0.1,0.04,0.4,1570,0.01,36,340
"Haddock, smoked, steamed, weighed with bones and skin",16-069,Calculated from steamed 16-068,Fish and fish products ,JA,As FFP 16-069,,66,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,2.42,15.1,0.6,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,31,0,0,0,0,0,0,0.03,0.1,2.8,2.8,0,0.3,1,0,0.17,1,0,640,280,19,19,150,0.1,0.03,0.3,1020,0.01,23,220
"Halibut, raw",16-073,Literature sources,Fish and fish products ,JA,As FFP 16-073,,103,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,76.3,3.44,21.5,1.9,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.6,0,0,0,0.4,0,0,0,0,0,0,35,0,0,0,0,0.85,0,0.07,0.07,5.8,4,0,0.38,1,9,0.31,3,0,60,410,29,25,200,0.5,0.04,0.4,60,0.01,0,40
"Lemon sole, raw",16-082,Literature sources,Fish and fish products ,JA,As FFP 16-082,,83,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.2,2.78,17.4,1.5,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.3,0,0,0,0.5,0,0,0,0,0,0,60,0,0,0,0,0,0,0.09,0.08,3.5,0.2,0,0,1,11,0.3,5,0,95,230,17,17,200,0.5,0.01,0.4,97,0,60,0
"Lemon sole, steamed",16-085,Flesh only,Fish and fish products ,JA,As FFP 16-085,,90,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2,3.29,20.6,0.9,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0.3,0,0,0,0,0,0,73,0,0,0,0,0,0,0.1,0.1,3.8,3.8,0,0,1,13,0.29,5,0,120,280,21,20,250,0.6,0.01,0.5,120,0,73,0
"Haddock, raw",16-044,12 samples from assorted outlets; fillets,Fish and fish products ,JA,As FFP and FA 16-044,,81,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,79.4,3.04,19,0.6,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,7.3,0.03,39.3,0.17,20.9,0.09,0,0.1,47.1,0.2,0,0.2,29.6,0.12,0,0,0,0,36,0,0,0,0,0.39,0,0.04,0.07,4.4,3.6,0,0.39,1,9,0.26,2,0,67,360,14,24,200,0.1,0.03,0.4,86,0.01,27,250
"Haddock, steamed, weighed with bones and skin",16-050,Calculated from steamed 16-049,Fish and fish products ,JA,As FFP 16-050,,75,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,65.8,2.81,17.6,0.5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,32,0,0,0,0,0.34,0,0.03,0.09,3.5,3.3,0,0.34,1,8,0.21,1,0,61,310,22,20,160,0.1,0.02,0.4,84,0.01,24,220
"Haddock, steamed",16-049,"12 samples steamed for 20 minutes, fillets; flesh only",Fish and fish products ,JA,As FFP 16-049,,89,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,78.3,3.34,20.9,0.6,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,38,0,0,0,0,0.41,0,0.04,0.11,4.1,3.9,0,0.41,2,9,0.25,1,0,73,370,26,24,200,0.1,0.02,0.5,100,0.01,28,260
"Haddock, coated in crumbs, frozen, fried in blended oil",16-063,"10 samples, 7 brands; shallow fried in blended oil for 10-15 minutes per side",Fish and fish products ,JA,As FFP 16-063,Composition of oven baked haddock in crumbs is very similar to fried in blended oil,195,14.7,11.5,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9,2.35,14.7,10,12.6,196,12.6,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,2.8,2.7,0,0.24,1,0,0.26,2,0,290,230,120,21,200,0.8,0.05,0.4,400,0.21,18,250
"Pears, average, raw, peeled",14-192,Literature sources and calculation from 14-190; flesh only,Fruit,FA,"As FAN 14-192, vitamin K estimated from Bolton-Smith et al, Br.J. Nutr 83, 2000",,44,0.3,10.4,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,83.8,0.05,0.3,0.1,10.4,41,0,0,10.4,2.4,0,7.4,0.7,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,3.6,0.02,0.03,0.2,0,0,0.02,0,2,0.07,0.2,6,3,150,11,7,13,0.2,0.06,0.1,1,0,0,1
"Pears, canned in juice",14-197,"10 samples, 7 brands. Drained proportion = 0.60",Fruit,FA,As FAN 14-197,,35,0.3,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.8,0.04,0.3,0,8.5,33,0,0,8.5,2.3,0,5.7,0.6,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.2,0,0,0.03,0,4,0.04,0.2,3,3,81,6,5,10,0.2,0,0.1,3,0,0,0
"Pears, canned in syrup",14-198,"10 samples, 8 brands.  Drained proportion = 0.61",Fruit,FA,As FAN 14-198,,53,0.3,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.6,0.04,0.2,0,13.2,50,0,0,13.2,3.4,0,6.1,3.4,0.2,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.2,0,0,0.03,0,3,0.04,0.2,2,3,68,6,4,7,0.2,0.02,0.1,3,0,0,0
"Pears, average, raw, weighed with core",14-191,Calculated from 14-190,Fruit,FA,"As FAN 14-191, vitamin K calculated from Bolton-Smith et al, Br.J. Nutr 83, 2000",,38,0.3,9.1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,76.3,0.05,0.3,0.1,9.1,36,0,0,9.1,2.1,0,6.5,0.6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0.45,3.28,0.02,0.03,0.2,0,0,0.02,0,2,0.06,0.2,5,3,140,10,6,12,0.2,0.05,0.1,1,0,0,1
"Pineapple, canned in syrup",14-212,"10 samples, 10 brands; cubes and slices. Drained proportion = 0.56",Fruit,FA,As FAN 14-212,,67,0.5,16.2,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,82.2,0.08,0.5,0,16.5,64,0,0,16.5,6,0,4.8,5.8,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0.06,0,0.07,0.01,0.2,0.1,0,0.07,0,1,0.07,0.1,13,2,79,6,11,5,0.2,0.02,0.1,4,0.9,0,0
"Pineapple, canned in juice",14-211,"10 samples, 10 brands; cubes and slices. Drained proportion = 0.54",Fruit,FA,As FAN 14-211,,49,0.3,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,86.8,0.05,0.3,0,12.2,47,0,0,12.2,4,0,4,4.2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0.05,0,0.09,0.01,0.2,0.1,0,0.09,0,1,0.11,0.1,11,1,71,8,13,5,0.5,0.08,0.1,4,0.9,0,0
"Pineapple, raw, weighed with skin and top",14-209,Calculated from 14-208,Fruit,FA,"As FAN 14-209, Vitamin K1 calc from Bolton-Smith et al, Br.J. Nutr 83, 2000",,22,0.2,5.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8,0.03,0.2,0.1,5.3,22,0,0,5.3,1.1,0,1.3,2.9,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0.05,0.11,0.04,0.02,0.2,0.1,0,0.05,0,3,0.08,0.2,6,1,85,9,8,5,0.1,0.06,0.1,15,0.3,0,0
"Pineapple, raw",14-208,10 samples; flesh only,Fruit,FA,"As FAN 14-208, Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",,43,0.4,9.8,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,86.5,0.06,0.4,0.2,10.1,41,0,0,10.1,2,0,2.5,5.5,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,18,3,0,0.1,0.21,0.08,0.03,0.3,0.1,0,0.09,0,5,0.16,0.3,12,2,160,18,16,10,0.2,0.11,0.1,29,0.5,0,0
"Melon, Galia",14-159,11 samples; flesh only,Fruit,FA,As FAN 14-159,,25,0.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.7,0.08,0.5,0.1,5.6,24,0,0,5.6,1.6,0,2,2,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.03,0.01,0.4,0,0,0.09,0,3,0.17,0,15,31,150,13,12,10,0.2,0,0.1,75,0,0,0
"Melon, Honeydew, weighed whole",14-163,Calculated from 14-162,Fruit,FA,"As FAN, Vitamin K calc from Bolton-Smith et al, Br.J. Nutr 83, 2000",,19,0.4,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1,0.06,0.4,0.1,4.2,18,0,0,4.2,1.8,0,2,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0.06,0.08,0.02,0.01,0.2,0,0,0.04,0,1,0.13,0,6,20,130,6,6,10,0.1,0,0,28,0,0,0
"Melon, Honeydew",14-162,10 samples; flesh only,Fruit,FA,"As FAN 14-162, Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",,30,0.6,6.6,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,92.2,0.1,0.6,0.1,6.6,28,0,0,6.6,2.8,0,3.2,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,8,0,0.1,0.13,0.03,0.01,0.3,0,0,0.06,0,2,0.21,0,9,32,210,9,10,16,0.1,0,0,45,0,0,0
"Melon, Galia, weighed with skin",14-161,Calculated from 14-159; no pips,Fruit,FA,As FAN 14-161,,17,0.3,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4,0.05,0.3,0.1,3.8,16,0,0,3.8,1.1,0,1.4,1.4,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.02,0.01,0.3,0,0,0.06,0,2,0.12,0,10,21,100,9,8,7,0.1,0,0.1,51,0,0,0
Mixed peel,14-167,"10 samples, 9 brands",Fruit,FA,As FAN 14-167,,239,0.3,57.4,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9,0.05,0.3,0.9,59.1,231,0,0,59.1,19.9,0,4.5,9.1,25.6,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,280,21,130,12,6,1.3,0.15,0.2,0,0.1,0,0
"Mangoes, ripe, canned in syrup",14-150,10 samples,Fruit,FA,As FAN 14-150,,82,0.3,20.1,20,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,34,0,0,0,0,0,0,0,0,0,0,0,0,74.8,0.05,0.3,0,20.3,77,0.1,0,20.2,7,0,8.8,4.4,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,245,0,0.64,0,0.02,0.03,0.2,0.1,0,0.07,0,0,0.04,0,10,3,100,10,7,10,0.4,0.09,0.3,5,0,0,0
"Mandarin oranges, canned in syrup",14-147,"10 samples, 10 brands. Drained proportion = 0.56",Fruit,FA,As FAN 14-147,,55,0.5,13.2,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,105,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8,0.08,0.5,0,13.4,52,0,0,13.4,4.1,0,4.2,5.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,18,0,0,0,0.06,0.01,0.2,0,0,0.03,0,12,0.15,0.8,15,6,49,17,7,8,0.2,0,0,2,0,0,0
Nectarines,14-297,10 samples; flesh and skin,Fruit,FA,"Data as 14-171, carotenoid data from LGC  'Determination of cis carotenoids in foodstuffs' 1997, Food Surveillance Information sheet No.104. Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",,41,1.4,8.7,8.7,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9,0.22,1.4,0.1,9,40,0,0,9,1.3,0,1.3,6.3,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,19,0,0,2.5,0.02,0.04,0.6,0.3,0.9,0.03,0,0,0.16,0.2,37,1,170,7,10,22,0.4,0.06,0.1,5,0.1,1,3
"Mandarin oranges, canned in juice",14-146,"10 samples, 4 brands. Drained proportion = 0.56",Fruit,FA,As FAN 14-146,,34,0.7,7.7,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,92,0,0,0,0,0,0,0,0,0,0,0,0,0,89.6,0.11,0.7,0,7.7,32,0,0,7.7,2.8,0,3.1,1.8,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,16,0,0,0,0.08,0.01,0.2,0.1,0,0.03,0,12,0.15,0.8,20,6,85,17,9,13,0.5,0,0.1,2,0,0,0
"Passion fruit, weighed with skin",14-179,Calculated from 14-178,Fruit,FA,As FAN 14-179,,22,1.7,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,220,230,0,0,0,0,0,0,0,0,0,0,0,0,45.7,0.27,1.7,0.2,3.5,22,0,0,3.5,1.3,0,1.1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,460,77,0,0,0,0.02,0.07,0.9,0.2,0,0,0,0,0,0,14,12,120,7,18,39,0.8,0,0.5,0,0,0,0
"Peaches, canned in syrup",14-189,"10 samples, 9 brands; halves and slices. Drained proportion = 0.62",Fruit,FA,As FAN 14-189,,57,0.5,13.7,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,81.1,0.08,0.5,0,14,55,0,0,14,3.7,0,3.6,6.7,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,13,0,0,0,0.01,0.01,0.6,0.1,0,0.02,0,7,0.05,0.1,5,4,110,3,5,11,0.2,0,0,4,0,0,0
"Peaches, canned in juice",14-188,"10 samples, 7 brands; halves and slices. Drained proportion = 0.68",Fruit,FA,As FAN 14-188,,40,0.6,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,86.7,0.09,0.6,0,9.7,39,0,0,9.7,2.4,0,3.7,3.6,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,11,0,0,0,0.01,0.01,0.6,0.1,0,0.02,0,2,0.06,0.2,6,12,170,4,7,19,0.4,0.04,0.1,4,0.1,0,0
"Paw-paw, canned in juice",14-182,10 samples. Drained proportion = 0.59,Fruit,FA,As FAN 14-182,,68,0.2,16.9,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,428,0,0,0,0,0,0,0,0,0,0,0,0,80.4,0.03,0.2,0,17,65,0,0,17,7.8,0,7,2.2,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,43,0,0,0,0.02,0.02,0.2,0,0,0.01,0,0,0.2,0,15,8,110,23,8,6,0.4,0.1,0.3,40,0,0,0
"Melon, Honeydew, weighed with skin",14-164,Calculated from 14-162; no pips,Fruit,FA,"As 14-164, vitamin K calc from Bolton-Smith et al, Br.J. Nutr 83, 2000",,20,0.4,4.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9,0.07,0.4,0.1,4.3,19,0,0,4.3,1.8,0,2.1,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0.07,0.08,0.02,0.01,0.2,0,0,0.04,0,1,0.14,0,6,21,140,6,7,10,0.1,0,0,29,0,0,0
"Paw-paw, raw",14-180,Literature sources; flesh only,Fruit,FA,As FAN 14-180,,38,0.5,8.7,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1365,0,0,0,0,0,0,0,0,0,0,0,0,88.5,0.08,0.5,0.1,8.8,36,0,0,8.8,2.8,0,2.8,3.1,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,135,0,0,0,0.03,0.04,0.3,0.1,0,0.03,0,1,0.22,0,60,5,200,23,11,13,0.5,0.08,0.2,11,0.1,0,0
"Pears, average, raw",14-190,"Average of Comice, Conference and Williams varieties; flesh and skin",Fruit,FA,"As FAN 14-190, Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",,42,0.3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,83.8,0.05,0.3,0.1,10,40,0,0,10,2.3,0,7.1,0.7,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0.5,3.6,0.02,0.03,0.2,0,0,0.02,0,2,0.07,0.2,6,3,150,11,7,13,0.2,0.06,0.1,1,0,0,1
Passion fruit,14-178,Analysis and literature sources; flesh and pips,Fruit,FA,As FAN 14-178,,38,2.8,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,360,370,0,0,0,0,0,0,0,0,0,0,0,0,74.9,0.45,2.6,0.4,5.8,36,0,0,5.8,2.2,0,1.9,1.7,0,0,0,3.3,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,750,125,0,0,0,0.03,0.12,1.5,0.4,0,0,0,0,0,0,23,19,200,11,29,64,1.3,0,0.8,0,0,0,0
"Paw-paw, raw, weighed with skin and pips",14-181,Calculated from 14-180,Fruit,FA,As FAN 14-181,,38,0.5,8.7,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1025,0,0,0,0,0,0,0,0,0,0,0,0,66.4,0.06,0.4,0.1,6.6,27,0,0,6.6,2.1,0,2.1,2.3,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,98,0,0,0,0.02,0.03,0.2,0.1,0,0.02,0,1,0.17,0,45,4,170,17,8,10,0.4,0.06,0.1,8,0.1,0,0
"Apricots, canned in syrup",14-290,"10 samples, 9 brands",Fruit,FA,"Data as FAN supplement 14-034 with carotene from LGC 'Determination of cis carotenoids in foodstuffs' 1997, Food Surveillance Information sheet No.104.",,69,0.4,16.5,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0.07,0.4,0.1,16.1,63,0,0,16.1,6.7,0,5.8,3.7,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,135,0,0,0,0.01,0.01,0.3,0.1,0,0.06,0,2,0.06,0.4,5,10,150,19,5,8,0.2,0,0.1,2,0,0,7
"Peaches, raw",14-299,10 samples; flesh and skin,Fruit,FA,"Data as Fruit and Nut Supplement, 14-186, with carotenoid data from LGC 'Determination of cis carotenoids in foodstuffs' 1997, Food Surveillance Information sheet No.104, Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",,34,1,7.4,7.4,0,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9,0.16,1,0.1,7.6,33,0,0,7.6,1.1,0,1.1,5.2,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,19,0,0,5.8,0.02,0.04,0.6,0.2,0.8,0.02,0,3,0.17,0.2,31,1,160,7,9,22,0.4,0.06,0.1,0,0.1,1,3
